,label,tweet
2599,anger,kaga kemaren payah tuh bocah
2600,fear,trus udah tuh jalan kan soal diklaksonin mulu ama yg belakang wkwkwkwk pas udh tempat yg sepi bapak yg senggol nungguin masa allah sumpah rem banget muka kan tiga tuh bapak yg senggol belok kiri yg nyenggol belok kanan trus teriak lgi dong orang
2601,sadness,beberapa orang tepat diri belakang selang bukan arti kalah saja mungkin suka posisi ya suka belakang kamu terus tatap depan tau cinta di belakang
2602,fear,perkembangn khidupn mmg sungguh dahsyat smua akibat dr yg dirasakn sisi ada yg pilih tdk agama dg mengedepankn nilai dasar manusia kberadabn url
2603,happy,lebih ngerasa pgn manfaatin waktu baik baik kalau msh pulang tepat waktu pulang biar buka rumah brg keluarga moment ini priceless bgttt
2604,happy,wkwk malese talah contoh suudzon cemburu gaberani duduk belah doi kamu mikirnya tuhkan knp sih gamau belah biar ga kira nempel terus ma aq wkwkkwwk pdhl gr belah dah ada temen yg
2605,fear,askmf klen yg kulit normal skincarenya byk ga si aku pgn ngejaga kulit bersih tp takut knp klo make macem trs mas kecil jg wkwk
2606,fear,karena deket masa kenal kampus kan rame grup gue terus gue jadi takut sendiri denger notif grup geter masuk pesan ga tau huhu
2607,love,masa muda ajar kelana kelak meni tidak melulu kerja rumah tangga aku ajak kelana ke tempat pernah aku singgah kemudian kamu bilang peluk terimakasih sayang
2608,sadness,rt besar orang cermin mampu abai asa asa yan penting asa hampa marah lebih
2609,fear,jembatan depan super indo dago rupa jembatan anak tangga sempit terjal pagar pendek pernah gue naikin kalo nyokap pake gamis takut tinggi in sya allah turun kaki lemas gemetar url
2610,sadness,askmf makin gue dewasa gue makin sadar gue punya banyak temen saat gue susah gaada yg semangatin gue cuy malem gue khawatir bgt itu ganggu tidur malem gue but gue bisa pendem makin puruk aja
2611,love,cipta indah indah apa yg ingin hati doa berdzikir kepada indah wujud jadi milik
2612,sadness,suka ku inya tu dingin orgnya sayang bnr bujur lwn ina nah hiih kena ina tuh lawan buhan gembel tampan tu aja na wkwk
2613,love,ajaib ajaib tulis mampu lipat jarak putar waktu dekat jauh hidup sudah mati buat insan belum pernah tatap muka demikian jatuh cinta kuat rp emang luar biasa
2614,anger,emang selangkang sm otak situ aja yg ngeress juga yg kata habib imam juga ngelakuin chat sex identitas agama jamin kamu suka sex catcalling meski udah meni yg laku simpang sex jg banyak selingkuh
2615,happy,yaa tdk apa konteks sy bkn bnr dn tdk bnr tp ini sbuah proses sempurna terus mnerus hg ke tuj bangsa yg diinginkn makmur sejahtera ol krn shrsnya smua sepakat dn konsen
2616,fear,francey kejut dengar teriak jiwa lompat orang sedang tonton bagi jumpscare buah film horror wajah francey ubah agak ngeri wanita belah
2617,love,hidup sama dua lewat meski hujan badai tak henti hidup semat mentari tahu ku cinta pada url
2618,love,cinta bukan ttg kamu pasang jauh itu cinta lebih dulu tumbuh dalam rumah cinta orang kini rambut mulai mutih kulit tak kencang kamu pergi jauh kamu sadar betapa besar cinta bapak putri url
2619,fear,bahaya mercury untung cepet sadar stop buat pakai produk instan sayang kulit sehat karna cantik tidak perlu putih paling utama sehat drw aman mercury ples aman
2620,sadness,kemarin ngelihat lamtur ngomongin bank bni masalah awal dicuekin sih jadi perhati banget hari uang gaji keluar kata mbanking waktu cek malah keluar cuma persen gaji harus keluar
2621,fear,masuk lingkung baru selalu serba salah takut ga punya temen takut kalau punya temen takut kecewa
2622,happy,surga dunia kamar serasa beneran dapat surga akhirat semua wifi terima kasih telkom suasana bener surgaaaaa mau surga dunia ini kayak gin surga akhirat enaaak udh pakai ratus kali wifi rumah pakai semua warga indonesia
2623,anger,wktu sblm lebaran kmrn sy jg kirim paket dr aceh lebih berat malah tp pakai usaha itu cepat kirim tgl tgl pagi sdh nyampe pake ko ribet proses
2624,fear,icut skip skip lah kok makin rem gelaaaa ingat malam abis jejeritan langsung lompat luar kamar umi minta tidur sama umi
2625,anger,order gk driver gojek mgomel terang alamat yg tulis ga bs liat aplikasi yg pegang pdhl udah tulis lengkap no rumah no kesel saya diomelin krn aplikasi gojek ygvkrg kom
2626,sadness,dulu kalo bully suka marah terus kejar si tukang bully kagak tangkap badan lelah ketika pula muncul bulir bulir air cucur mata
2627,sadness,yagitu mulai kenal dri awal tu njlimet bom tanya menye musti banget jawab iya kalo lanjut kalo ya sia kan
2628,fear,mas mau nanya nih cara jatuh cinta mulai dari awal kenal dengan org baru buat hati dulu sakit sembuh
2629,love,meski aku golput tp salut satu presiden yg menang depan publik memang tak sedikit lawan politik mngcap sombong nyata menang url
2630,love,kau hapus hempas diri ganti cinta semua tak mampu hilang cinta telah kau beri kau ubah aku kan tahan panjang waktu biar aku cinta cara
2631,anger,muka enggak usah cari bakal muka kok bukti kerja lahhh onoh cari muka nya sama tua doang url
2632,fear,pernah tanya kok sore pulang males mas takut maleman kadang suka beruang lewat sama hewan buas lain nah loh mampus dah aing tiap siang langsung cabut balik jambi belum ganggu sosok mistis klo maleman jalan
2633,happy,giat ibadah sholat dzuhur uils koja terima manfaat sama tugas damping laku ibadah sholat dzuhur jamaah indah sama url
2634,love,aku aku jatuh cinta aksara sebab aku bicara semesta hanya lewat untai kata yang cerita ialah kita
2635,fear,liat temen temen udah wong aja ngeri kalau mikirin sampe kapan wong dengernya loh masalah pikir takut
2636,sadness,mon maap bukan mau jadi party pooper cuman fakultas disebrang jalan rektorat mas banyak yg nafas hti tulung ciduk dulu bu tengs url
2637,love,cinta orang ibu ada tepat bawah cinta tuhan ibu pernah lelah sayang asih kita cinta nya lebih mulia cinta orang mana dunia
2638,sadness,puasa tahun asa banget kurang khusu shalat tarawih sm ngaji diitung jari berapa kali padahal blm tahun depan ngerasain lagi curhat tetep bukan ngaji malah twitteran
2639,anger,bacot parah galak kalau udah marah jan mau deh dimarahin lex caca aja kapokgabisa dibohongin kalau ttg cinta tp knpa ttg lain lu bege susah beud suruh tidur makan my human diary kita dkt gatau grgr
2640,anger,gw dong udah bilang ga mau tempat tp ngeyel isi ngejebak mau beliin lah akhir ngomel dah jalan eh malah die yg ngamuk naik motor kayak ga bawa anak orang gw teriak sampe nang ga gubris malah makin kenceng bawa
2641,love,tbh aku rasa aku jatuh cinta someone aku dar bcs my heart beats faster when think of her jangan tanya siapa aku tak beritahu
2642,fear,panik benda bagi guru pas kelas rela gak kantin ke wc jaga benda bukan karna malu nilai karna takut tahu nama orang tua
2643,happy,bahasa guyon lg nih si ucha si rin si rin aku tuh lg taksir sama si joni sama si bowo lo cha turut mana yg lebih keren cha si ucha jelas aku dong rin he he
2644,anger,sebenernya udah mulai kecewa sama pakdhe semenjak kriminalisasi kpk awal perintah beliau tambah kasus novel baswedan yg gak tuntas
2645,anger,cobaaa mana temen begini allah perkara gadapet bulan aja dicurigain ibu hamil ciken naget mah iya serta happy meal
2646,sadness,hari minggu suka bolos gereja karna nobar power rmarahs rumah teman sampe rumah penuh kadang cuma denger gabisa liat film miris
2647,love,kamu tahu hari bahagia papa pergi belakang panggung sebentar menang papa menang papa sangat bahagia kemudian papa doa lirih doa tuhan papa kata
2648,sadness,rindu ungkap banyak banyak insan aku kenal kau orang sahaja aku rindu rindu sangat sangat walaupun lampau awal kau pergi aku nak rasa kasih sayang orang ibu umi adik rindu umi al fatihah
2649,sadness,jalan kali tuju ibu kota kali tani teman sayang sekali sudah nyaman kursi alhasil jalan kes bosan
2650,sadness,dialog malam aku renung apa iya tuhan kalau ada apa iya ingat janji buat kiamat apa iya tuhan peduli indonesia apa iya tuhan peduli pada kira
2651,fear,day pagi leyeh leyeh pas air galon abis jadi panik kudu isi ulang galon naik turun gunung jalan subhannallah waktu tempuh jam pulang pergi ampir jatoh jurang gegara tanjak ngeri jalan rusak
2652,sadness,kalo ngerasa ngumpul nya kurang kan ngumpul tempat misal rumah siapa gitu biar lebih leluasa cuma kalo bukber rumah orang kan gak enak apalagi yg dateng orang lebih huhuhh jadi yg mau pulang bisa pulang
2653,anger,gak lah ngapain sih orang kmrn sdh studi banding mamarika tuh hasil udh kliatan kan bakal jalut becak way
2654,love,tiap kali baca kisah zaman nabi rasa jatuh cinta dgn semuaaaaa mlm ni baca saidina umar dlm hati allah saidina umar
2655,love,dik moga kau paham cinta belum halal rindu belum sah tidak mudah kau mulia perhati sikap aku pilih rangkul tuai nyaman gandeng aku syukur tiap temu cara curi pandang
2656,love,mata mata ku mulai jatuh cinta
2657,happy,duh jd cerita kmana inti yaa klo slalu syukur slalu mrasa cukup pasrah tp ikhtiar kenceng slalu adaaa aja yg bkin rasa untung tengah tantang hidup yg makin tinggi doa ortu yg paling utama
2658,fear,aku gatau tp knp akhir bnyk akun aneh yg ngefollow rem aku apa harus ganti uname delete acc trus buat baru
2659,happy,bakar hutan terus turun drastis banding tahun belum berkat tegas pak pecat kapolda pangkodam bakar hutan langsung terus url
2660,sadness,tabung rencana bagus paksa jelek penalti kalo henti tengah jalan bunga gak jauh beda sama deposito bisa copet dikit tengah jalan kalau butuh sekarang masih bayarin sekolah sekolah ibu amme
2661,fear,driver gojek orang stres tahan pas mau lempar batu kepala gue akhir orang pada rame liat ujung bawa lah rt buat lapor nyamperin keluarga beliau salemba
2662,fear,si dera aja akun alter suka flashing her boobs once in while bilang merinding ngeliat siksa siksa yg gua alami ahahaha url
2663,happy,baru pikir professor biar junior banding professor cebong yg lebih mutu punya dedikasi url
2664,fear,takut semester gak bakal maksimal ajar harus semester satu tahun jadi cuma bulan pulang sore berangkat pagi pkl bulan alamat tres dada
2665,fear,nyabutnya santae aja pake jari asal jgn kena kuku beli softlennya yg emg bagus jelas dulu ku pernah beli soflen tmn cuma yg warna gt biasa item terus lg gangapain ujug gatel perih etaunya robek untung cepet luar
2666,anger,blio yg kasih nyata ofensif menag pas rapat dg dpr ttg travel agent umroh haji well tau lah seperti apa kapasitas
2667,love,mungkin dulu waktu kecil mama lah lebih sering ajak cerita dongeng tahu kamu pulang papa kerja dengan wajah lelah papa selalu tanya mama kabar apa kamu laku hari
2668,sadness,adlh orang orang yg hasil terus buat gagal ngerjain kti gmn engga ngetik baru dapet satu kata yuk foto dulu yuk sial aku goda
2669,happy,late post mumpung cerah upload yg seger aja dulu di sela tugas maen sedikit puncak kelimutu
2670,fear,gw jadi nyebayangin orang yg bangunin sahur masjid ceplos shooower shower shower bapak bapak ibuk ibuk url
2671,sadness,trus mbatin baik baik sama milik baru tuh mas ganteng punya cafe tar kamu dipake main cafe kayak ku janjiin tahun lalu
2672,anger,seni demokrasi yah saling kritik mempatuahi mau sekarang beliau presiden sekjen pbb siapa gamau kritik mati ajah mungkin surga kamu damai kritik masih mungkin yah pasti ha
2673,love,sandar pundaku kau rasa nyaman sudah harus bagi beri rasa nyaman
2674,fear,mampu retweet minat cerita seram tengok je lah takut kalau tengok kat wayang ni dengar suara aku sorang je jerit walaupun tutup mata
2675,love,haha tiap hari kamu selalu pesona makin pesona sama aku kkk
2676,anger,hahaha hrs wahyu setan bukan alloh url
2677,fear,apa posesif gue sama sahabat gue takut diapain sama apa gue jealous gue ga gebetan bisa ajak jalan apa gue takut hilang sahabat apa gue jealous deket sama
2678,fear,ada suntik campak gitu awal gak tau pas banget mau pipis pas mau balik kelas gak sengaja liat orang bawa kotak gitu gue pikir suntik takut yaudah tau gue lari duluan teriak suntik suntik
2679,sadness,benci dg lebih hasut orang ikut benci apa yg benci kelar hidup kita putus tali rezeki siap mati dg sakit hati amp
2680,love,kamu lahir rahim orang perempuan kamu robek tubuh kamu hidup rasa kasih sayang ikan kasih sayang wanita tulus kasih ibu
2681,happy,huwawawaaaaaa tanoshimidesuuu memang aku pribadi sayang bgt dgn circle jadi aaaaaa creyong gambar suka udh neng bgt kl mez jg suka dgn yg gambar jd jgn khawatir dgn kurang kontribusi sbagainya
2682,fear,lu tau rasa sedeket sm orang gila takut bgt gua tuh trs temen gua nyata denger bilang wah gede jg paha yalord aing teh cm mau piknik naha geginian terus akhir nelpon temen pake ngomong akan dia bapak gua nyuruh jemput
2683,anger,psi terlalu sering buat blunder benar tdk bagus sbg buah parpol baru yg butuh dukung rakyat dr bagai lapis masyarakat masuk dukung kel mantan presiden soeharto
2684,sadness,bersin pertama ah paling kena bulu bersin dua debu nih bersin tiga gatel bat hidung bersin empat lima keenama fix mau flu nih
2685,love,pixy kok lama lama gemesim yaaaa jatuh cinta sama lip cream nya kayak nya bakal jatih cinta sama lain huft url
2686,fear,apa akan kamu laku ada singa masuk rumah nyuruh singa makan kau biar mati nak makan singa uh ngeri off anonla
2687,happy,lagu saya sembah bwt pak jga pak walikota solo pak fx had rudyatmo buat kota solo lebih kenal luas berkat lagu solo yg buat url
2688,fear,rem jg nih kalo sering mati lampu gin ngeri aje pas lg tinggal keluarga jogja besok sendiri rumah trus mati lampu jadi apa aq
2689,love,kalau aku kata desi aku sayang kamu desi aku suka kamu desi adalah ungkap asa desi lepas dia pendam rasa sama tidak url
2690,love,aku selalu untuk kamu selalu untuk
2691,anger,baru jaman hutang tembus an baru jaman juga mako brimob bobol baru jaman juga bocah cina nghina presiden bilang lucu di jaman pula geruduk kantor berita
2692,fear,iya saat hanya mahasiswa reguler dapat kelas sama beliau aku syukur jadi mahasiswa reguler temu beliau first impression hadap ka abel jujur ngeri maksud kami semester ii masih bau cikur
2693,happy,done kata pak suami biar tambah rajin ajar masak sa ae ah btw tengkyuuu bosss adhe khadoet besok yaa hahahaa
2694,love,cinta sederhana aku kamu tidak aku untuk kamu untuk yang lain cuma nonton
2695,happy,selamat kamu kuota url wahhh sangat harga yaaaa ucap selain ucap selamat kamu cantik jadi lama dia jelek
2696,happy,blm move on dr seru event torch relay asi games rumah jabat gubernur provinsi sulawesi selatan url
2697,anger,mahkamah konstitusi dear hapus ambang batas nyapres rakyat mau banyak pilih tandatangani petisi url lewat
2698,fear,belum bayar pakai tokopedia di lapor cantum kode iur sekian sekian yang maksud kode iur nomer
2699,love,tetap sini jangan biar aku sepi sendiri izin aku selalu sama ikat yg restu semesta aku sayang kamu paruh hati
2700,love,cinta tak pernah jalan sendiri ada seti tulus yg selalu tuntun aku punya seti tulus buat kamu
2701,fear,dilemma ku jam gin ngerasa laper pgn go food naspad duta mang jaya yg super enak tp takut gabisa tidur siang bsk pagi huu
2702,sadness,cuaca selalu terik utk harus banyak syukur sorong lama puasa ini rajin hujan bahkan bal tempat mamake aja ga sering di sini hari biasa ga terik banget btw biak kalo panas udara bikin seger
2703,sadness,alir darah hantar rasa rindu sela sela sel otak terus bisik ucap aku mampu bahkan untuk sirat url
2704,happy,baru hari ada beberapa hari depan yg lebih padat sangat senang wish me luck and healthy aja deh buat minggu depan fingers crossed
2705,sadness,hari empat sarap pak seno ibu tuti bicara dgn kalian ikhlas nyata raut wajah pada jauh ubah banding kemarin tertawa canda kemarin sempat hilang kembali sama di pagi itu
2706,fear,untung aa dua ngebantuin posisi tengah gelap sendiri bener gaada siapa sampe nyalain senter hp takut org jenis nyaaa
2707,sadness,gak butuh temen cewe yg pura butuh temen cowo ketika dichat jawab oh iya haha apalagi cuma diread
2708,sadness,ada hal buat jatuh percaya kita sedang ajar bagaimana cara bangkit
2709,anger,lalu aku komen begini min kalo posting karya orang minta izin lebih dan tag si milik karya feed sebut tidak balas lalu aku coba dm kalimat sama di komentar feed akun tsb
2710,love,aku suka cara suka
2711,love,moga tayang film jadi antara selalu tebar benih benih cinta akan tumbuh saudara antara umat manusia url
2712,fear,kemaren belakang kampus ada anak kambing asal nyebrang eh kambing nya ajha nyebrang histeris takut tabrak
2713,sadness,datang tidak genap pergi tidak ganjil apa kamu lahir baik baik manusia yang guna sama
2714,happy,udah ah makin ngelantur wkwk pokok niat utk ga pake bulu mata palsu jgn khawatir bakal rintang itu yakin aja klo niat baik allah bantu smg segala niat langkah baik masuk ninggalin bulu mata palsu allah kasih ganjar surga
2715,sadness,klo puskesmas yg antri orang hamil sm lansia dahulu sini yg daftar online yg utama akumah ngga pernah dapet tempat prioritas hati aja kagak
2716,anger,siang min knpa saldo bonus tcash tidak padahal udah banyak sms pemberitahuannya saya langsng aktivkan tcash walet mohn bntuanx trmaksih min
2717,anger,pas udah punya pacar trus pergi nonton bioskop orang dih nontonnya sama pacar mulu trus gak ngajak nih lah situ kalo ajak gak pernah ken rasa ku sentil amandel satu
2718,anger,ah eyang pelit saya carin istri tujuh nih
2719,fear,waallahu alam gak mau sok tau takut ilmu masih cetek banget jadi cukup simpul udah jelas di al quran hadits aja saya yakin lebih waallahu alam
2720,love,sejak awal kenal cinta hati utuh yg penuh cinta telah pilih tetap terima bagainmanapun ada luka pilih tetap cinta anugerah sempat yg beri tuhan
2721,love,kalo udah sayang beneran mau hadap sama cowok lebih tajir ganteng pinter serba itu bakal tetep ga mau pindah
2722,fear,liat boneka sus aja ampun lha malah diajakin nonton film horror boneka sabrina
2723,anger,hallo min kuota masih gb tp kok gak pakai kata kuota udah habis gmn mohon bantu url
2724,sadness,bln putus berapa lama memang kamu jadi labil sangat ki bentar marah deh
2725,love,cuma ngerti cara nanganin aku kalau aku udh ngamuk sayang sama aku nyuruh aku buat ubah jd orang sabar erti org selalu maju paling depan kalau yg macemin aku
2726,anger,aku masuk orang habis pikir orang anggap wajar sebut justru salah via vallen anggap lebay nama leceh bentuk apa pasti sakit tidak peduli jenis leceh apa
2727,sadness,siapa sih dunia yg ngga punya hater rasul yg mulia aja punya budha aja punya nabi isa aja punya nah eloh ama gueh kaaan
2728,anger,aplikasi resin tadi pesan kata server error eh muncul taksi khan kasi drivernya musti cancel
2729,love,padahal papa sekali menang mama peluk erat erat papa laku hapus sedikit air mata sudut mata tepuk pundak kata jaga diri baik baik sayang papa laku semua kamu kuat kuat utk mnjdi dewasa
2730,sadness,udah hampir minggu tiap sahur dibanguninnya sama mamah alarm cuma matiin doang kalo telpon mamah dimatiin sekali telpon terus sampe bangun untung sabar
2731,anger,nyata banyak fans kpop dada mending lisa gakusah kesini aja klo gin cara tnpa promosi psti bnyk jg kok yg dtg fanmeetingnya lisa aku ksel kak liat
2732,love,hari adalah hari sangat sunyi bagi pagi jelang siang sore jelang malam juga balik tiada henti aku tuk pikir mu entah mengapa harus saudara apa alas tuhan aku sadar sadar cinta buta
2733,fear,askmf gua takut banget kalo mau ngmg muncul grup gituuuu bener panik gituu kalo muncul grup gimana cara ngehilangin nya ya
2734,love,tak ragu besar kasih sayang tuhan yg beri saya momen sulit yg saya hadap hidup karna cahaya hati mulai redup kasih sayang mereka yg cinta yg mampu jadi lentera tuk terang
2735,love,kekal sayang dengar lah syair kau tulis ku lagu kan moga jadi siul satu masa moga engkau senyum irama indah itu mampu beri
2736,happy,untuk tamu sekali terimakasih ikut acara mohon maaf mention kalian dapat gua jawab satu satu karena jauh limit terimakasih selamat malam salam sayang
2737,fear,gatau sejak kapan tiap dengerin kucing ngeong sama anjing lolong malem selalu ngebayangin sesuatu luar bikin gaberani bangun
2738,sadness,macet mantap
2739,anger,mereka pernah ajar dampak negatif omong besar kata kasar dulu pernah politis sebut jokowi sinting muka gagas hari santri ucap bodoh nyata sumbang besar menang presiden pilpres
2740,fear,mas ga ngerti bisa takut tinggi padahal dulu doyan manjat pohon depan rumah skrg liat asrama lt dasar aja ogah ganti lampu begini
2741,sadness,lutut lemes longo kaya org angong terus nang tiba ken jerit gak pokok kesel sekesel kesel sama diri sendiri capek banget sampe jantung sek itu jadi kali sampe th lama padahal pacar jga bukan wkwk
2742,sadness,sayang bgt gitu padahal vocal cocok buat energetic tpi yasudah lah moga aja my bby goeun selamat bisa nunjukin vocalnya di concept eval
2743,fear,kalau barang elektronik gitu gimana kadang takut mau buang headset baterai tempat sampah soalnnya kan bahaya trs sama botol spray kata ledak suhu yg tinggi
2744,fear,main rumah temen tuh pas pipis liat cd udah merah gitu langsung izin pulang bilang dadak sakit pas sampe rumah bilang kakak darah mah takut soal emang pas main jatuh pas liat bilang mens hue besok pe
2745,sadness,udah lama nih ga chat isi selamat bobo sayang moga mimpi indah yah good night kalo diinget inget akhir kali dapet chat kaya gitu teh pas zaman sangkuriang najong parahu
2746,happy,rajin hadir diri dgn majlis ilmu blh mantap diri ilmu jd perisai diri kita ilmu akhlak kena iring jgn lupa selalu doa baik utk diri sendiri org trus istiqamah tuju arah baik
2747,sadness,tak perlu iri punya sepi sendiri sendiri hidup orang tampak riah karena sepi raya mewah adimas imanuel url
2748,happy,suka point prof suteki tau puncak tinggi pancasila tuhan maha esa sdgkan tau salah satu petinggi bpip pnh sampai dlm pidato yg viral ttg ragu hari akhir nampol banget
2749,sadness,sadar cerita bagai mantan pacar kita tertawa gerutu sama mereka hanya batas mantan calon pacar
2750,fear,rlt kalian cewe kalo kelas sama pacar kalian trus lu nyeri dapet ken hibur apa gmn cewe gue tadi malah gue ajak main onet hp mendem marah kali
2751,fear,fans mana yang benci sama curry bakal ttp ngakuin points nya bahaya bgt mau ngelempar dr mana mungkin bola masuk
2752,love,kalo sayang sayang pis kalo manja manja pis kalo alem alem pis kalo ngambek ngambek pis kalo koplak jangan ditanyaa gaes koplak lebih aku
2753,love,gue sayang banget banget banget kalo sama ikon baru kali rasa ngestan bener bener sayang banget kek rasa disayaaaang balik banget sama mereka jadi aku makin sayang gabisa lepas gimana jelasinnya ya tapi
2754,happy,selamat ulang tahun sayang
2755,love,couple juga ga pernah manggil sayang sikap bisa tau kalo sayang sama coba liat rasa sayang dari cara laku kamu bukan dari berapa sering manggil kamu sebut sayang
2756,fear,deg degan tuh lgsng gua gua lgsng wa cowo gua kan gua ngabarin kalo sikring rumah gua kayak yg nurunun trs gua takut eh nyata cuman ceklis doang trs gua makin takut tuh lampu ga nyala gada yg gua hubungin
2757,love,suka takut mau follow gapunya kontak dan bidadari main askfm jadi hari guna nanya pake mode anonymously haha
2758,fear,jinhyuk tunduk tatap sepatu rasa takut balas minta sang puan maaf tidak bawa alat lukis ini url
2759,sadness,rencana mau makan para tetangga dekat hari raya oke tradisi ater ater kalo rumah realita kata sini ada biasa kayak krik krik akhir yaudah kasih yang mau aja deh ntar kalo mau buka puasa
2760,sadness,ya gue cerita si alda udah bilang kalo mau dengerin cerita gue jangan khawatir sendiri yang gue dapetin gue cerita panjang lebar sampe dm muat bales tanya itu singkat bikin gue rasa sudut
2761,sadness,yuk akhir msk minggu awal bln juni ga asa udh tengah thn aj nyata bnyak target yg blm realisasi skr hrs ajar displin amp
2762,fear,gak pernah gak pernah percaya sama aplikasi macem kayak baca artikel terus dapet duit itu masukin data pribadi no rek kan bahaya gak sih jangan mudah giur sama hal gin deh
2763,happy,gw suka gw mau ktmu gw ntn konser sndrian no prob yg penting dalem gw have fun
2764,love,ritual kalo mau tidur nyanyi lagu sayang kaka ani sayang mamak sayang bapa sayang oppung sayang abang gio sayang tua gio sayang tua winda nyebutin semua anggota keluarga besar nama selalu duluan sebut dek
2765,happy,subhanalloh nyata neng cantik adalah kader nu aktif di ippnu mudahhan jadi kader militan nu selalu jaga marwah organisasi
2766,fear,nah td bulan setor bpd rumah sakit karna trauma jadi bpd cabang tp nyata ketemu satpam kurang ajar udh ngeper duluan takut ku lari rasa
2767,sadness,pmarahan muhammad bin salman tak sudi temu amien rais cs sungguh malu bahkan politis mdpt cibir kalang istana riyadh saudi arabia url url
2768,happy,diam diam suka day masa sumpah aku gak racunin kok wkwk kuy lah nonton youth bareng halu tingkat provinsi
2769,happy,fix selesai persen bye bye bye harap indah thks all team moga cepat proyek baru aminn
2770,anger,sama cewek yg anggep cewek yg speak up against any sexual harassment sbg laku norak sgt tanya sisterhoodnya klo sering leceh terima sbg biasa aja itu kan yg ga pny harga diri blm cewek pikir kyk kan
2771,fear,askmf abis baca menfess aku sbg calon anak rantau ngerasa takut minder kalo temen sana diam ngerasa kesal logat aku aku sering nyampur bahasa url
2772,anger,lha bang haji yg sy heran kok semua tumpah salah pak president sakit apa segitu akut
2773,anger,ade mas udah makan gw wah tumben nanyain bom makan aja duluan ade maksud kucing udah makan apa bom gw et lu liat aje sono tempat makan memang memang
2774,sadness,rambut acak acak kagak suka hati acak acak dibiarin aja
2775,anger,aku berfikir lama senyum arti bahagia aku tak pernah berfikir nyata coba tahan sngt keras dlmnya sngt sngt egois kan qyara harap masa depn kau tak temu dgn sosok seperti krn sngt mua
2776,love,wowon senyum lihat laku kasih galak biasa pasti kena semprot cinta selalu bei ikan pada hari pernah absen sini aku bawain belanja wowon ambil tas belanja milik bei
2777,anger,tidak mudah jatuh dengan omong manusia lemah yg terus keluh anda jatuh saing lah saat kau sedang malas malas ratus bahkan ribu orang luar sana sedang coba singkir mu
2778,fear,gatau tiba tiba gw takut aja kan pas nengok tau tau thomasnya ngajak gw ngobrol gimana allah pengsan lah aq jadi gw balik aja deh bantal begini
2779,fear,wkwkwk laah aku yg mas tata hati tata diri stlh menjombs uda nyaman jombs malah dikenalin ama mas ku rasa blm pantas takut lari lg entah lari yg mas blm moveon mantan cowo idam entah pelaria
2780,happy,yap kalau mau jodoh baik yuk baik diri laku terus biarpum meni tetap baik
2781,anger,oke lanjut siap bukber sama tmn kampus rumah tmn kata deket tp untung puasa jd sabar muacet poll sampe rumah temen baru cuma orang
2782,sadness,katak tempurung percaya tinggi hegemoni ilmu sains teknologi solusi pragmatis apolitis agam masalah indonesia bentuk dogma ideologi sila google scientism sila google arogansi alumni itb eh
2783,sadness,manusia yg usaha lihat nasib masa depan cari orang pinter utk ramal masa depan padahal sang amal pernah tahu masa depan ibarat orang buta tuntun orang buta demikian orang yg andal nasib masa depan amal
2784,sadness,netz emang gitu klo ngebash suka ga pake mikir deh
2785,happy,sahabat semua terimakasih atas dukung fariz putra winarni dua hari sdh kumpul rp jt lebih fariz sengaja foto ganteng sore utk sampai terimakasihnya ayo terus bersonasi lewat url url
2786,fear,aku beberapa hari lalu habis isya tidur kan bangun bangun kok bisa gerak tindih kalau kata orang rem banget deh
2787,sadness,arti yusufk sering nonton nyanyi dangdut yg cuma jual goyang busana seksi banding suara bagus
2788,anger,blm yg bilang gitu kerja nya bener mending sebut plenga plengo kerja nyata hasil banyak drpd banyak nyinyir hasil nol besar sukses selalu pakde para dukung
2789,sadness,sayang aku rindu rindu senyum rindu mata indah rindu semua tentang sayang iya sayang sayang kau tak mampu rasa rindu
2790,sadness,agak sedih telinga abis pukul cenat cenut sekarang pusing alhamdulillah batu ga jadi lempar ken sehat besok tuhan
2791,fear,jadi gue ga berani masuk gerbang rumah plz rem bgt diliatin ayam jago nya gede bgt
2792,love,kau tak ganti kau selalu nanti tak ku lepas pegang tangan sama jatuh cinta kali dua yang sama sama indah url
2793,happy,sehat selalu buat semua maju terus pantang mundur semangat lah kawan juang indonesia lebih baik indonesia sehat indonesia kuat salam sehat puskesmas sum halmahera selatan terus maju
2794,anger,pakdheku pulsa telkomselnya tetiba ilang lalu sms bpjs sama provider buat internet disalahin grapari kek tanya orang tua susah dibilangin
2795,love,gw harap lu ga ubah bro lu tetap yang gw kenal bodoamat lu mau malas gimana inti gw tau siapa lu gw ajar banyak sekali sama lu bro banyak sekali inti moga jadi sahabat dunia akbirat nice to see you it gagal
2796,sadness,km pikir bagaimana cara ganti kelak mohon sesuai lah gaya hidup kondisi aku ikhlas bantu lanjut mu kelak saat aku tak punya apa untuk bantu
2797,love,hati selalu untuk sahabat sendiri orang mau maju smart gak neko neko sederhana mau teman mau ajar sama siapa aja sayang sama ibu banget tanggung jawab penuh sama amanah gak pernah ngeluh
2798,sadness,bagaimana mungkin buat kata kata kotor jadi hati bersih bagaimana mungkin kata kata kotor keluar hati jernih allamah thabathabai
2799,sadness,benci dg lebih hasut orang ikut benci apa yg benci kelar hidup kita putus tali rezeki siap mati dg sakit hati fisik gerogot diri
2800,anger,tdk tuju jokowi disamain umar bin khatab umar bin khatab lempar hadiah umat baca al qur an nya fasih tau kapan keras keras tau kapan lemah lembut satu bukan pecah belah jokowi jauh
